"Work Master
Code",Discipline,Code,Description,Code,Description,Code,Description,Code,L04,Code,L05,Code,L06,Code,L07,Code,L08,Code,L09,Code,L10,Code,L11,B01,B02,B03,B04,B05,B06,B07,B08,B09,UoM1,UoM2,"Work Group
Code","Work Master
Code"
A03AG034-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,06,F'c (Cylinder Strength) > 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00002
A03AG034-00003,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,06,F'c (Cylinder Strength) > 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00003
A03AG034-00004,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,01,Cement Type-1,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00004
A03AG034-00005,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00005
A03AG034-00006,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,07,10MPa < F'c (Cylinder Strength) ≤ 20MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00006
A03AG034-00007,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,01,Cement Type-1,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00007
A03AG034-00008,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,02,Cement Type-2,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00008
A03AG034-00009,AR,A03,Concrete Work,AG,Equipment Foundation Work,034,Lean Concrete (including Form work),,,03,Cement Type-5,08,F'c (Cylinder Strength) ≤ 10MPa,,,,,,,,,,,,,,,,,,,,M3,M3,A03AG034,A03AG034-00009
A03AG035-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,035,Form Work (3 times in use),25,Flat Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AG035,A03AG035-00001
A03AG035-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,035,Form Work (3 times in use),26,Circular Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AG035,A03AG035-00002
A03AG036-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,036,Form Work (1 time in use),25,Flat Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AG036,A03AG036-00001
A03AG036-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,036,Form Work (1 time in use),26,Circular Form,,,,,,,,,05,"Dressed Lumber, Plywood or Steel Form(Wood Planks are not Allowed) incl. Chamfer",,,,,,,,,,,,,,M2,M2,A03AG036,A03AG036-00002
A03AG037-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,09,Fy>470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00001
A03AG037-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,10,400MPa<Fy≤470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00002
A03AG037-00003,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,11,300MPa<Fy≤400MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00003
A03AG037-00004,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,27,Deformed Bar (Non-Coat.),,,12,Fy≤300MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00004
A03AG037-00005,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,09,Fy>470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00005
A03AG037-00006,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,10,400MPa<Fy≤470MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00006
A03AG037-00007,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,11,300MPa<Fy≤400MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00007
A03AG037-00008,AR,A03,Concrete Work,AG,Equipment Foundation Work,037,Rebar Work,28,Deformed Bar (Epoxy Coat.),,,12,Fy≤300MPa,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG037,A03AG037-00008
A03AG046-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,046,Water Stop,29,PVC Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AG046,A03AG046-00001
A03AG046-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,046,Water Stop,30,Stainless Steel Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AG046,A03AG046-00002
A03AG046-00003,AR,A03,Concrete Work,AG,Equipment Foundation Work,046,Water Stop,31,Expandable Rubber Type,,,,,,,,,,,,,,,,W=(  )mm,,,,,,,,M,M,A03AG046,A03AG046-00003
A03AG049-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,049,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Purchase & Installation)",33,Hot-Dip Galvanized Steel,,,,,,,,,14,Galv.: ASTM A123,,,,,,,,,,,,,,TON,TON,A03AG049,A03AG049-00001
A03AG049-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,049,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Purchase & Installation)",34,SUS,,,,,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG049,A03AG049-00002
A03AG050-00001,AR,A03,Concrete Work,AG,Equipment Foundation Work,050,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Installation Only)",33,Hot-Dip Galvanized Steel,,,,,,,,,14,Galv.: ASTM A123,,,,,,,,,,,,,,TON,TON,A03AG050,A03AG050-00001
A03AG050-00002,AR,A03,Concrete Work,AG,Equipment Foundation Work,050,"Embedded Steel(Steel Plate, Corner Angle and etc.) w/ Anchor Bar (Installation Only)",34,SUS,,,,,,,,,,,,,,,,,,,,,,,,TON,TON,A03AG050,A03AG050-00002
A03AH056-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),056,Bitumen/Bituminous/Asphalt Coating,,,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A03AH056,A03AH056-00001
A03AH057-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),057,Coal Tar Epoxy,,,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A03AH057,A03AH057-00001
A03AH058-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),058,Epoxy Coating (Epoxy Resin Based Coating),,,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A03AH058,A03AH058-00001
A03AH059-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),059,Sheet Membrane,37,Adhesive Rubber Sheet or Bitumen Polyethylene Laminated Waterproofing Membrane,,,,,,,,,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A03AH059,A03AH059-00001
A03AH060-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),060,Memebrane Protection Board,38,Bitumen Impregnated Fiberboard,,,,,,,,,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A03AH060,A03AH060-00001
A03AH060-00002,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),060,Memebrane Protection Board,39,Bitumen Impregnated Softboard,,,,,,,,,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A03AH060,A03AH060-00002
A03AH061-00001,AR,A03,Concrete Work,AH,Concrete Protective Coating (U/G),061,Protective Screed,,,,,,,,,,,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A03AH061,A03AH061-00001
A03AJ058-00001,AR,A03,Concrete Work,AJ,Concrete Protective Coating (A/G),058,Epoxy Coating (Epoxy Resin Based Coating),,,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A03AJ058,A03AJ058-00001
A03AJ062-00001,AR,A03,Concrete Work,AJ,Concrete Protective Coating (A/G),062,Acrylic Polymer Coating,,,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A03AJ062,A03AJ062-00001
A03AJ063-00001,AR,A03,Concrete Work,AJ,Concrete Protective Coating (A/G),063,Bituminous Damp Proofing,,,,,,,,,01,"for External Conc. Wall behind Panel (Granite, Marble, Aluminum Panel, ETC.)",,,,,,,,,,,,,,,,M2,M2,A03AJ063,A03AJ063-00001
A03AK064-00001,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,40,Hollow Core Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,12,100mm<THK≤120mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00001
A03AK064-00002,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,40,Hollow Core Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,13,120mm<THK≤150mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00002
A03AK064-00003,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,40,Hollow Core Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,02,150mm<THK≤200mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00003
A03AK064-00004,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,40,Hollow Core Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,14,200mm<THK,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00004
A03AK064-00005,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,41,Single Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,12,100mm<THK≤120mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00005
A03AK064-00006,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,41,Single Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,13,120mm<THK≤150mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00006
A03AK064-00007,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,41,Single Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,02,150mm<THK≤200mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00007
A03AK064-00008,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,41,Single Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,14,200mm<THK,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00008
A03AK064-00009,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,42,Doube Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,12,100mm<THK≤120mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00009
A03AK064-00010,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,42,Doube Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,13,120mm<THK≤150mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00010
A03AK064-00011,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,42,Doube Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,02,150mm<THK≤200mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00011
A03AK064-00012,AR,A03,Concrete Work,AK,Precast Concrete Work,064,PC Roof Panel,42,Doube Tee Slab,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,14,200mm<THK,,THK=(  )mm,,,,,,,,M3,M3,A03AK064,A03AK064-00012
A03AK065-00001,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,02,150mm<THK≤200mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00001
A03AK065-00002,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,03,200mm<THK≤250mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00002
A03AK065-00003,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,04,250mm<THK≤300mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00003
A03AK065-00004,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,05,300mm<THK≤350mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00004
A03AK065-00005,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,15,350mm<THK≤400mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00005
A03AK065-00006,AR,A03,Concrete Work,AK,Precast Concrete Work,065,PC Wall Panel,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,16,400mm<THK≤450mm,,THK=(  )mm,,,,,,,,M3,M3,A03AK065,A03AK065-00006
A03AK066-00001,AR,A03,Concrete Work,AK,Precast Concrete Work,066,PC Column,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,,,,W(  )mm x L(  )mm,,,,,,,,M3,M3,A03AK066,A03AK066-00001
A03AK067-00001,AR,A03,Concrete Work,AK,Precast Concrete Work,067,PC Girder & Beam,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,,,,W(  )mm x H(  )mm,,,,,,,,M3,M3,A03AK067,A03AK067-00001
A03AK068-00001,AR,A03,Concrete Work,AK,Precast Concrete Work,068,PC Cover,,,,,,,,,,,20,Including Supply and Install Work w/ All Items to Complete the Work,,,,,,W(  )mm x L(  )mm x THK(  )mm,,,,,,,,M3,M3,A03AK068,A03AK068-00001
A04AL012-00001,AR,A04,Finishing Work,AL,Masonry Work,012,PE Sheet (Vapor Barrier),,,,,,,,,,,,,,,,,,THK=(  )mm,,,,,,,,M2,M2,A04AL012,A04AL012-00001
A04AL069-00001,AR,A04,Finishing Work,AL,Masonry Work,069,Reinforced Concrete Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,17,50mm<THK≤100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL069,A04AL069-00001
A04AL069-00002,AR,A04,Finishing Work,AL,Masonry Work,069,Reinforced Concrete Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,18,100mm<THK≤200mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL069,A04AL069-00002
A04AL069-00003,AR,A04,Finishing Work,AL,Masonry Work,069,Reinforced Concrete Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,14,200mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL069,A04AL069-00003
A04AL070-00001,AR,A04,Finishing Work,AL,Masonry Work,070,AAC (Autoclaved Aerated Concrete) Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,17,50mm<THK≤100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL070,A04AL070-00001
A04AL070-00002,AR,A04,Finishing Work,AL,Masonry Work,070,AAC (Autoclaved Aerated Concrete) Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,18,100mm<THK≤200mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL070,A04AL070-00002
A04AL070-00003,AR,A04,Finishing Work,AL,Masonry Work,070,AAC (Autoclaved Aerated Concrete) Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,14,200mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL070,A04AL070-00003
A04AL071-00001,AR,A04,Finishing Work,AL,Masonry Work,071,Glass Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,19,50mm<THK≤80mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL071,A04AL071-00001
A04AL071-00002,AR,A04,Finishing Work,AL,Masonry Work,071,Glass Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,20,80mm<THK≤90mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL071,A04AL071-00002
A04AL071-00003,AR,A04,Finishing Work,AL,Masonry Work,071,Glass Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,21,90mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL071,A04AL071-00003
A04AL072-00001,AR,A04,Finishing Work,AL,Masonry Work,072,Clay Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,17,50mm<THK≤100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL072,A04AL072-00001
A04AL072-00002,AR,A04,Finishing Work,AL,Masonry Work,072,Clay Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,18,100mm<THK≤200mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL072,A04AL072-00002
A04AL072-00003,AR,A04,Finishing Work,AL,Masonry Work,072,Clay Block,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,14,200mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL072,A04AL072-00003
A04AL073-00001,AR,A04,Finishing Work,AL,Masonry Work,073,Concrete Brick,,,,,,,,,,,22,"[0.5B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,22,THK≤90mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL073,A04AL073-00001
A04AL073-00002,AR,A04,Finishing Work,AL,Masonry Work,073,Concrete Brick,,,,,,,,,,,23,"[1.0B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,23,90mm<THK≤190mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL073,A04AL073-00002
A04AL073-00003,AR,A04,Finishing Work,AL,Masonry Work,073,Concrete Brick,,,,,,,,,,,24,"[1.5B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,24,190mm<THK≤290mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL073,A04AL073-00003
A04AL073-00004,AR,A04,Finishing Work,AL,Masonry Work,073,Concrete Brick,,,,,,,,,,,25,"[2.0B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,25,290mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL073,A04AL073-00004
A04AL074-00001,AR,A04,Finishing Work,AL,Masonry Work,074,Burnt Clay Brick,,,,,,,,,,,22,"[0.5B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,22,THK≤90mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL074,A04AL074-00001
A04AL074-00002,AR,A04,Finishing Work,AL,Masonry Work,074,Burnt Clay Brick,,,,,,,,,,,23,"[1.0B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,23,90mm<THK≤190mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL074,A04AL074-00002
A04AL074-00003,AR,A04,Finishing Work,AL,Masonry Work,074,Burnt Clay Brick,,,,,,,,,,,24,"[1.5B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,24,190mm<THK≤290mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL074,A04AL074-00003
A04AL074-00004,AR,A04,Finishing Work,AL,Masonry Work,074,Burnt Clay Brick,,,,,,,,,,,25,"[2.0B] w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,25,290mm<THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL074,A04AL074-00004
A04AL075-00001,AR,A04,Finishing Work,AL,Masonry Work,075,Insulated Brick,,,,,,,,,,,21,"w/ All Reinf.(Lath, Steel Tie, Anchor Bar, Mortar, ETC.), Filler, Sealant, Lintel/Sill for Opening, ETC.",,,,,,THK=(  )mm,,,,,,,,M2,M2,A04AL075,A04AL075-00001
A04AL076-00001,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,43,Mineral Wool (Rock Wool),,,,,,,,,26,Minimum Density of 50 kg/m3,,,31,THK<50mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00001
A04AL076-00002,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,43,Mineral Wool (Rock Wool),,,,,,,,,26,Minimum Density of 50 kg/m3,,,09,50mm≤THK<75mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00002
A04AL076-00003,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,43,Mineral Wool (Rock Wool),,,,,,,,,26,Minimum Density of 50 kg/m3,,,10,75mm≤THK<100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00003
A04AL076-00004,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,43,Mineral Wool (Rock Wool),,,,,,,,,26,Minimum Density of 50 kg/m3,,,11,100mm≤THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00004
A04AL076-00005,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,44,Glass Wool (Fiberglass),,,,,,,,,26,Minimum Density of 50 kg/m3,,,31,THK<50mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00005
A04AL076-00006,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,44,Glass Wool (Fiberglass),,,,,,,,,26,Minimum Density of 50 kg/m3,,,09,50mm≤THK<75mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00006
A04AL076-00007,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,44,Glass Wool (Fiberglass),,,,,,,,,26,Minimum Density of 50 kg/m3,,,10,75mm≤THK<100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00007
A04AL076-00008,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,44,Glass Wool (Fiberglass),,,,,,,,,26,Minimum Density of 50 kg/m3,,,11,100mm≤THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00008
A04AL076-00009,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,64,Polystyrene (Extruded Polystyrene(XPS) or Expanded Polystyrene(EPS)),,,,,,,,,57,Minimum Density of 25 kg/m3,,,31,THK<50mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00009
A04AL076-00010,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,64,Polystyrene (Extruded Polystyrene(XPS) or Expanded Polystyrene(EPS)),,,,,,,,,57,Minimum Density of 25 kg/m3,,,09,50mm≤THK<75mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00010
A04AL076-00011,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,64,Polystyrene (Extruded Polystyrene(XPS) or Expanded Polystyrene(EPS)),,,,,,,,,57,Minimum Density of 25 kg/m3,,,10,75mm≤THK<100mm,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00011
A04AL076-00012,AR,A04,Finishing Work,AL,Masonry Work,076,Insulation,64,Polystyrene (Extruded Polystyrene(XPS) or Expanded Polystyrene(EPS)),,,,,,,,,57,Minimum Density of 25 kg/m3,,,11,100mm≤THK,,THK=(  )mm,,,,,,,,M2,M2,A04AL076,A04AL076-00012
A04AM077-00001,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,45,Acrylic Emulsion Paint,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00001
A04AM077-00002,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,46,Acrylic Emulsion Paint (Textured Type),,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00002
A04AM077-00003,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,47,Water Emulsion Paint,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00003
A04AM077-00004,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,48,Latex Paint,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00004
A04AM077-00005,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,49,Latex Paint (Textured Type),,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00005
A04AM077-00006,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,50,Epoxy Paint,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00006
A04AM077-00007,AR,A04,Finishing Work,AM,Painting Work,077,External Wall Painting,51,Stucco Finish,,,,,,,,,,,,,,,,,,,,,,,,M2,M2,A04AM077,A04AM077-00007
